"unique_id","PERWT","SEX","EDUC","INCWAGE"
"2010012162874",11463.6,2,6,3000
"2010012164271",11603.4,2,10,115000
"2010012165671",7828.8,2,2,0
"2010012165672",11323.8,1,5,40000
"2010012167071",6710.4,2,7,0
"2010012167072",8667.6,1,7,0
"2010012168471",58156.8,2,6,12800
"2010012168472",45435,1,6,45000
"2010012168473",47811.6,1,3,0
"2010012174061",44456.4,1,6,30000
"2010012174062",27540.6,2,6,19000
"2010012176851",8248.2,2,11,80000
"2010012176852",7689,1,7,32000
"2010012178251",15517.8,1,7,6000
"2010012179651",12442.2,1,6,71000
"2010012179652",11463.6,2,10,0
"2010012179653",10345.2,1,4,0
"2010012181051",13001.4,1,6,400
"2010012181052",10065.6,2,6,19000
"2010012181053",20830.2,2,7,320
"2010012181054",7968.6,2,5,0
"2010012181055",7968.6,2,5,0
"2010012182451",19572,1,10,15000
"2010012182452",14539.2,2,11,210000
"2010012183841",7689,2,6,9600
"2010012183842",8527.8,1,6,7000
"2010012185241",10485,2,6,0
"2010012186641",9087,1,6,110000
"2010012186642",9366.6,2,6,0
"2010012188041",11883,1,7,29500
"2010012188042",26002.8,2,7,0
"2010012189441",16216.8,2,10,0
"2010012189442",14958.6,1,11,150000
"2010012190831",13840.2,2,6,19900
"2010012192231",31035.6,2,6,24000
"2010012192232",30336.6,1,6,36000
"2010012193631",56758.8,1,6,40000
"2010012193632",51726,1,10,15000
"2010012195031",5452.2,2,6,49000
"2010012195032",5731.8,1,7,0
"2010012196431",10345.2,1,11,45000
"2010012196432",10485,2,10,39000
"2010012197821",33831.6,2,11,0
"2010012199221",2516.4,2,8,5600
"2010012199222",3495,1,8,0
"2010012199223",8947.2,1,6,2000
"2010012200621",16496.4,1,8,45000
"2010012200622",15378,2,8,9300
"2010012202021",9506.4,2,11,102000
"2010012202022",9925.8,1,11,50000
"2010012203421",14119.8,1,6,0
"2010012203422",12442.2,2,7,10400
"2010012204811",14679,2,10,78000
"2010012204812",11743.2,1,10,0
"2010012206211",12442.2,1,11,120000
"2010012206212",11743.2,2,11,80000
"2010012206213",13281,1,7,5000
"2010012207611",7828.8,2,6,0
"2010012209011",10345.2,1,2,0
"2010012210411",11184,1,8,50000
"2010012210412",9786,2,11,60000
"2010012211801",26981.4,2,6,46000
"2010012213201",8807.4,2,7,0
"2010012214601",8527.8,1,6,58000
"2010012214602",10065.6,2,10,26000
"2010012216001",30057,2,6,24000
"2010012216002",30196.8,1,6,24000
"2010012217401",6990,1,3,1800
"2010012218791",9366.6,2,10,68000
"2010012218792",4893,2,6,0
"2010012220191",13700.4,1,6,40000
"2010012220192",13840.2,2,6,0
"2010012220193",27400.8,1,5,1200
"2010012221591",12721.8,1,11,85000
"2010012221592",12861.6,2,10,45000
"2010012222991",12582,1,6,1800
"2010012224391",2656.2,1,6,0
"2010012224392",3215.4,2,6,0
"2010012225781",16496.4,1,8,375000
"2010012227181",12861.6,1,6,71000
"2010012227182",13980,2,6,28000
"2010012227183",12582,1,3,0
"2010012228581",15517.8,1,7,0
"2010012229981",23206.8,1,6,5700
"2010012231381",11883,1,6,39000
"2010012232771",12721.8,1,6,98000
"2010012232772",33132.6,2,5,4000
"2010012232774",16077,2,6,34000
"2010012234171",8947.2,2,11,0
"2010012234172",8388,1,6,0
"2010012236971",8807.4,1,6,48000
"2010012236972",7968.6,2,6,0
"2010012238371",9506.4,2,10,0
"2010012239761",13420.8,1,11,0
"2010012241161",6990,1,11,75000
"2010012242561",40961.4,2,6,3100
"2010012242562",39843,1,5,13000
"2010012242563",31455,2,6,7400
"2010012243961",9786,1,7,22000
"2010012243962",8108.4,1,6,0
"2010012243963",15937.2,1,6,30000
"2010012245361",13001.4,2,6,40000
"2010012245362",12022.8,1,10,7000
"2010012246751",11184,2,10,101000
"2010012248151",12302.4,2,7,7400
"2010012249551",8527.8,1,10,30000
"2010012249552",8527.8,2,6,0
"2010012250951",10485,1,6,0
"2010012252351",8807.4,2,6,0
"2010012253741",8527.8,1,8,0
"2010012253742",8248.2,2,6,0
"2010012255141",25024.2,1,10,12000
"2010012255142",21249.6,1,10,50000
"2010012255143",21389.4,1,10,25000
"2010012256541",15517.8,2,7,0
"2010012256542",12022.8,1,4,0
"2010012257941",8527.8,2,11,43000
"2010012257942",7409.4,1,10,92000
"2010012259341",29777.4,2,6,0
"2010012260731",7828.8,2,8,95000
"2010012262131",9786,1,4,0
"2010012264931",7549.2,1,10,0
"2010012266331",14119.8,1,6,60000
"2010012266332",15657.6,2,6,0
"2010012267721",18313.8,1,7,90000
"2010012267722",12022.8,2,10,0
"2010012269121",10205.4,1,6,0
"2010012269122",8527.8,2,6,0
"2010012270521",14818.8,2,10,20000
"2010012270522",14259.6,1,7,45000
"2010012273321",16356.6,1,6,0
"2010012274711",16496.4,2,7,40000
"2010012276111",10485,1,8,0
"2010012276112",9925.8,2,8,0
"2010012277511",15517.8,2,6,25000
"2010012277512",19711.8,1,10,10000
"2010012278911",10764.6,2,11,19500
"2010012278912",11883,1,7,21000
"2010012280311",8248.2,2,6,0
"2010012281701",15937.2,1,10,75000
"2010012281702",10904.4,2,10,52000
"2010012283101",13001.4,1,7,600
"2010012284501",3495,1,6,64000
"2010012284502",3075.6,2,6,0
"2010012285901",3774.6,1,7,65000
"2010012285902",3495,2,10,103000
"2010012287301",12162.6,1,2,4000
"2010012288691",12442.2,2,7,0
"2010012288692",14679,1,11,90000
"2010012288693",26282.4,1,6,2000
"2010012288694",14958.6,2,4,0
"2010012290091",16776,2,11,70000
"2010012290092",14259.6,1,6,104000
"2010012291491",14259.6,1,8,49000
"2010012291492",10205.4,2,6,0
"2010012292891",9087,2,10,21300
"2010012294291",11603.4,1,10,145000
"2010012294292",13141.2,2,11,124000
"2010012295681",18174,1,10,65000
"2010012295682",13141.2,2,10,34000
"2010012297081",9925.8,2,7,0
"2010012297082",10485,1,8,36000
"2010012298481",28519.2,1,6,24000
"2010012298484",19991.4,1,5,0
"2010012298486",22228.2,2,6,0
"2010012299881",12302.4,2,6,0
"2010012301281",15797.4,1,11,0
"2010012302671",14958.6,1,7,12000
"2010012304071",15238.2,1,6,0
"2010012305471",13420.8,1,7,36000
"2010012305472",9925.8,2,6,20000
"2010012305473",14679,2,10,3000
"2010012305474",9786,2,3,0
"2010012306871",10205.4,2,8,50000
"2010012309661",3075.6,2,7,10800
"2010012309662",3215.4,1,7,28800
"2010012311061",9087,1,11,193000
"2010012311062",9506.4,2,10,0
"2010012312461",8248.2,1,7,35000
"2010012312462",9226.8,2,6,24000
"2010012313861",7409.4,2,7,0
"2010012313862",9366.6,1,11,0
"2010012315261",14259.6,1,6,97000
"2010012315262",16776,2,7,29000
"2010012315263",8947.2,2,7,12000
"2010012316651",8947.2,2,6,0
"2010012318051",10764.6,1,6,34600
"2010012318052",9646.2,2,6,65000
"2010012319451",8667.6,2,6,0
"2010012320851",13281,1,6,0
"2010012322251",7269.6,2,10,38000
"2010012322252",7689,1,7,60000
"2010012323641",9786,2,10,17000
"2010012323642",10205.4,1,10,40000
"2010012325041",16636.2,2,11,0
"2010012325042",11463.6,1,8,0
"2010012326441",9366.6,1,11,375000
"2010012326442",9786,2,10,0
"2010012326443",12861.6,2,6,0
"2010012326444",14399.4,1,4,0
"2010012327841",13420.8,1,11,0
"2010012327842",13281,2,10,32000
"2010012329241",13141.2,1,7,160000
"2010012329242",9786,2,6,30000
"2010012330631",8807.4,2,3,0
"2010012330632",6990,1,6,0
"2010012330633",13560.6,1,6,35000
"2010012332031",10065.6,1,6,53000
"2010012332032",18593.4,2,10,0
"2010012333431",11463.6,1,7,11200
"2010012334831",2516.4,2,6,26000
"2010012334832",3495,1,6,30000
"2010012336231",13560.6,1,6,43000
"2010012336232",11883,2,6,0
"2010012337621",11603.4,2,4,0
"2010012339021",2097,2,7,1000
"2010012340421",2935.8,1,6,27000
"2010012341821",11463.6,2,6,30000
"2010012341822",12302.4,1,6,42000
"2010012343221",9087,2,5,4000
"2010012343222",8248.2,1,6,42000
"2010012344611",12861.6,2,10,84000
"2010012344612",17475,1,6,0
"2010012346011",9925.8,1,11,115000
"2010012346012",8807.4,2,11,110000
"2010012347411",11044.2,1,11,90000
"2010012347412",11883,2,7,12000
"2010012348811",19851.6,2,2,0
"2010012348812",26981.4,2,7,0
"2010012348813",22507.8,1,6,0
"2010012348814",31035.6,1,5,0
"2010012348816",33272.4,1,2,0
"2010012350211",2376.6,2,10,0
"2010012350212",4753.2,1,11,0
"2010012350213",3215.4,1,10,0
"2010012351601",13001.4,2,10,110000
"2010012353001",47811.6,1,7,90000
"2010012353002",86396.4,1,6,0
"2010012354401",24744.6,2,10,10000
"2010012355801",9925.8,2,10,0
"2010012355802",10205.4,1,10,1e+05
"2010012357201",13560.6,2,8,0
"2010012359991",35649,2,6,22400
"2010012359992",26002.8,1,6,790
"2010012359993",31315.2,2,6,41700
"2010012361391",8807.4,1,10,0
"2010012361392",9366.6,2,6,0
"2010012362791",12582,2,6,24000
"2010012364191",11743.2,2,10,22000
"2010012364192",8527.8,1,10,25000
"2010012365581",10764.6,1,3,0
"2010012366981",35509.2,2,6,2000
"2010012366982",28239.6,1,6,5000
"2010012368381",8248.2,1,11,0
"2010012369781",12302.4,2,8,10500
"2010012371181",4333.8,1,6,7000
"2010012371182",4054.2,2,6,15600
"2010012372571",14818.8,2,7,1800
"2010012372572",15378,1,7,2000
"2010012372573",19851.6,2,7,1000
"2010012372574",19991.4,2,7,4000
"2010012373971",13141.2,1,6,0
"2010012375371",14818.8,2,10,1e+05
"2010012375372",13700.4,1,10,10000
"2010012378171",2376.6,1,7,3800
"2010012379561",12302.4,2,11,30000
"2010012380961",11743.2,2,6,0
"2010012382361",13840.2,1,6,8000
"2010012383761",11743.2,1,6,0
"2010012383762",19991.4,2,6,40000
"2010012383763",12861.6,1,7,22900
"2010012383764",13001.4,1,5,13200
"2010012385161",13560.6,2,7,0
"2010012386551",11463.6,2,7,0
"2010012386552",11883,1,7,0
"2010012387951",16216.8,1,10,39000
"2010012387954",18453.6,2,10,110000
"2010012389351",6570.6,1,4,0
"2010012392151",12861.6,2,6,0
"2010012392152",14259.6,1,6,6500
"2010012393541",9786,2,11,66000
"2010012393542",8108.4,1,10,0
"2010012394941",12162.6,2,5,0
"2010012396341",15238.2,2,11,60000
"2010012397741",9786,1,10,1e+05
"2010012397742",9506.4,2,11,80000
"2010012399141",8947.2,1,10,47000
"2010012399142",8667.6,2,6,23500
"2010012401931",8388,2,6,0
"2010012403331",15797.4,1,10,0
"2010012403332",13141.2,2,11,1e+05
"2010012403333",23346.6,2,10,14000
"2010012404731",9366.6,2,10,33000
"2010012404732",9925.8,1,6,66000
"2010012406131",13281,1,10,563000
"2010012406132",10624.8,2,11,0
"2010012407521",7828.8,2,5,0
"2010012408921",10764.6,2,2,0
"2010012411721",35369.4,2,6,35000
"2010012411722",36068.4,1,6,50000
"2010012413121",14399.4,2,6,6000
"2010012414511",10345.2,1,10,290000
"2010012415911",15238.2,2,8,62000
"2010012415912",15378,1,8,33800
"2010012417311",5871.6,2,7,30000
"2010012417312",7828.8,1,6,20000
"2010012420111",13700.4,2,6,0
"2010012421501",13420.8,1,10,0
"2010012421502",13700.4,2,8,8400
"2010012422901",18174,1,7,1500
"2010012424301",10904.4,1,11,124000
"2010012424302",12022.8,2,10,770
"2010012424303",12721.8,2,7,0
"2010012424304",17475,2,2,0
"2010012425701",10485,2,10,47000
"2010012427101",18313.8,2,6,0
"2010012428491",10624.8,2,8,68000
"2010012428494",10764.6,1,8,45000
"2010012429891",27400.8,1,6,65000
"2010012429892",33552,2,8,52000
"2010012431291",14119.8,1,11,185000
"2010012431292",13420.8,2,7,0
"2010012431293",13281,1,7,30000
"2010012432691",10205.4,2,6,0
"2010012434091",14259.6,2,10,0
"2010012435481",19851.6,2,5,0
"2010012436881",10624.8,1,8,0
"2010012436882",9646.2,2,6,0
"2010012438281",8667.6,1,7,0
"2010012438282",9087,2,7,0
"2010012439681",11044.2,1,11,0
"2010012439682",9226.8,2,11,140000
"2010012441081",7409.4,1,8,8000
"2010012441084",15238.2,1,8,30000
"2010012442471",10205.4,1,6,35000
"2010012442472",21389.4,2,6,0
"2010012443871",12022.8,1,10,51000
"2010012445271",15098.4,2,11,35000
"2010012446672",9786,2,2,0
"2010012446673",12302.4,2,5,0
"2010012448071",8667.6,1,10,44000
"2010012448072",8108.4,2,7,2000
"2010012449461",11603.4,1,10,29000
"2010012449462",9366.6,2,6,0
"2010012450861",10205.4,1,6,0
"2010012450862",18313.8,2,6,10000
"2010012452261",25164,2,5,18000
"2010012452262",31175.4,2,3,500
"2010012452265",40122.6,1,3,0
"2010012453661",11184,1,10,62000
"2010012453662",9226.8,2,11,103000
"2010012455061",37047,1,10,410
"2010012455062",22088.4,2,10,16000
"2010012455063",32433.6,1,7,2700
"2010012456451",12582,1,6,42000
"2010012456452",15517.8,2,10,80000
"2010012457851",25024.2,1,11,9000
"2010012457852",30476.4,2,10,26300
"2010012457853",34390.8,1,6,1200
"2010012457854",36907.2,2,7,6000
"2010012459251",2796,1,11,70000
"2010012459252",3215.4,2,10,80000
"2010012460651",3075.6,2,11,30000
"2010012462051",16776,2,6,0
"2010012463441",9925.8,1,6,0
"2010012463442",10065.6,2,6,0
"2010012464841",37746,2,6,0
"2010012466241",2935.8,1,8,58000
"2010012466242",2935.8,2,11,8000
"2010012467641",14259.6,2,10,59000
"2010012467642",15657.6,2,10,56000
"2010012469041",13560.6,2,10,160000
"2010012469042",13141.2,1,10,0
"2010012470431",18733.2,2,6,14500
"2010012470432",15657.6,1,11,146000
"2010012471831",9925.8,1,6,0
"2010012471832",9506.4,2,10,1e+05
"2010012473231",25303.8,2,6,50000
"2010012474631",8527.8,2,6,0
"2010012476031",9786,2,2,0
"2010012477421",9925.8,2,6,0
"2010012478821",31035.6,1,10,20000
"2010012478822",36068.4,2,11,48000
"2010012480221",9226.8,2,6,8000
"2010012480222",19991.4,1,6,0
"2010012480223",12162.6,2,7,0
"2010012481621",10624.8,2,11,0
"2010012481622",10345.2,1,10,220000
"2010012483021",12861.6,2,11,86000
"2010012484411",10205.4,2,6,59000
"2010012484412",9786,1,6,0
"2010012485811",11463.6,1,7,54000
"2010012485812",7129.8,2,6,0
"2010012487211",15517.8,1,10,75000
"2010012487212",18593.4,2,6,0
"2010012488611",9786,2,8,13000
"2010012488612",17475,2,7,28000
"2010012488613",11603.4,1,6,2000
"2010012491401",10904.4,1,6,0
"2010012491402",11603.4,2,6,0
"2010012492801",15517.8,2,10,39000
"2010012492802",16496.4,1,7,12000
"2010012494201",13560.6,1,10,75000
"2010012494202",12861.6,2,11,38000
"2010012495601",13980,1,10,72000
"2010012497001",12022.8,2,11,72000
"2010012497002",14818.8,1,11,73000
"2010012498391",11184,1,10,105000
"2010012498392",11743.2,2,7,0
"2010012499791",15937.2,1,7,24000
"2010012499792",15937.2,2,10,26000
"2010012501191",9646.2,2,10,60000
"2010012501192",9506.4,1,10,2e+05
"2010012502591",16077,2,6,40000
"2010012502592",15657.6,1,10,0
"2010012503991",16077,2,4,1800
"2010012505381",12162.6,1,10,0
"2010012506781",8248.2,1,2,0
"2010012508181",43757.4,2,6,4000
"2010012509581",13560.6,1,6,0
"2010012510981",9366.6,2,11,0
"2010012510982",9786,1,11,563000
"2010012512371",29358,1,6,0
"2010012513771",12022.8,2,10,0
"2010012515171",9366.6,2,11,0
"2010012515172",11463.6,1,10,85000
"2010012515173",10205.4,1,5,0
"2010012516571",30336.6,2,4,0
"2010012519361",7689,1,10,106000
"2010012519362",9646.2,2,8,0
"2010012520761",9506.4,1,5,0
"2010012520762",15098.4,2,8,59000
"2010012523561",12442.2,2,10,48000
"2010012523562",10205.4,1,7,0
"2010012524961",15797.4,1,10,185000
"2010012524962",15098.4,2,10,65000
"2010012526351",9786,1,7,65000
"2010012526352",10345.2,2,7,23100
"2010012526353",10205.4,2,7,55000
"2010012529151",13420.8,2,11,96000
"2010012530551",16636.2,2,7,2700
"2010012530552",63189.6,1,7,2100
"2010012531951",11883,2,10,563000
"2010012531952",11883,1,8,7500
"2010012533341",8108.4,2,7,0
"2010012534741",9087,1,11,0
"2010012534742",8667.6,2,11,0
"2010012536141",10065.6,1,8,65000
"2010012536142",9366.6,2,8,55000
"2010012537541",36487.8,2,6,0
"2010012537542",41800.2,1,8,50000
"2010012537543",23905.8,2,5,2700
"2010012538941",8947.2,2,11,85000
"2010012538942",11463.6,1,7,53000
"2010012540331",7549.2,2,6,40000
"2010012540332",10345.2,1,2,12000
"2010012540333",11044.2,2,6,13000
"2010012540334",13560.6,1,5,7800
"2010012541731",14958.6,1,6,35000
"2010012541733",12162.6,2,6,15000
"2010012544531",14818.8,1,2,50000
"2010012544532",13141.2,2,6,0
"2010012544535",15098.4,2,6,0
"2010012544536",18034.2,1,6,0
"2010012545931",2935.8,2,8,0
"2010012547321",10065.6,2,5,20000
"2010012547322",8527.8,1,3,20000
"2010012548721",35788.8,2,6,35900
"2010012548722",59275.2,2,3,0
"2010012550121",9506.4,1,10,2300
"2010012550122",9087,2,7,0
"2010012551521",16356.6,1,10,0
"2010012552922",14539.2,1,6,55000
"2010012554311",39144,2,8,66000
"2010012554312",35089.8,1,6,30800
"2010012554313",31035.6,1,7,22500
"2010012554314",25024.2,2,5,0
"2010012555711",10624.8,2,6,0
"2010012557111",6430.8,1,6,0
"2010012557112",6011.4,2,6,9000
"2010012558511",8667.6,2,10,0
"2010012559911",17195.4,1,10,31000
"2010012559912",15937.2,2,7,3600
"2010012561301",16636.2,1,7,0
"2010012561302",17055.6,2,7,0
"2010012562701",26981.4,2,10,56000
"2010012564101",3075.6,2,7,30000
"2010012565501",12582,1,6,67000
"2010012565502",14818.8,2,10,0
"2010012566901",18593.4,2,7,15000
"2010012568291",10904.4,1,2,0
"2010012569691",13840.2,2,6,16000
"2010012569692",14679,1,5,0
"2010012571091",9087,2,3,0
"2010012572491",13840.2,1,8,0
"2010012572492",21669,2,6,0
"2010012573891",17335.2,2,6,6000
"2010012575281",10485,2,6,0
"2010012576681",11603.4,2,7,23900
"2010012576682",11044.2,1,10,62000
"2010012578081",25723.2,1,8,37500
"2010012578082",24185.4,2,6,56000
"2010012579481",8248.2,1,10,70000
"2010012579482",10485,2,6,38000
"2010012580881",3215.4,1,6,37000
"2010012580882",3774.6,2,6,70000
"2010012582271",24465,2,7,42000
"2010012582272",32154,1,6,38000
"2010012585071",24604.8,2,6,12000
"2010012585072",26701.8,2,3,0
"2010012586471",8667.6,1,7,0
"2010012586472",14119.8,2,6,0
"2010012590661",14958.6,1,7,24000
"2010012592061",15238.2,2,7,800
"2010012593461",12582,1,11,0
"2010012594861",9925.8,2,7,13000
"2010012596251",8248.2,2,10,50000
"2010012597651",27680.4,2,5,0
"2010012599051",25303.8,1,10,0
"2010012600451",7828.8,2,10,15900
"2010012601851",8947.2,2,7,55000
"2010012603241",17894.4,1,6,1300
"2010012606041",8388,2,10,173000
"2010012607441",7689,2,7,0
"2010012607442",12162.6,1,6,25000
"2010012608841",7689,1,7,85000
"2010012608842",7828.8,2,10,110000
"2010012610231",8108.4,2,10,30000
"2010012610232",10624.8,1,8,0
"2010012611631",7828.8,1,6,0
"2010012611632",13281,1,6,27000
"2010012611633",12442.2,1,6,35000
"2010012611634",12302.4,1,6,14000
"2010012613031",5871.6,1,10,90000
"2010012613032",6430.8,2,7,0
"2010012614431",9646.2,2,6,0
"2010012614432",18174,1,6,0
"2010012614435",14679,2,4,0
"2010012615831",25164,1,6,37000
"2010012617221",35089.8,1,6,0
"2010012617222",39283.8,1,6,0
"2010012617223",27121.2,1,6,12500
"2010012618621",9366.6,2,7,0
"2010012620021",11603.4,1,6,5600
"2010012620022",9226.8,2,6,0
"2010012621421",14399.4,1,8,0
"2010012621422",13560.6,2,6,0
"2010012621423",29497.8,2,10,12000
"2010012622821",8108.4,2,7,60000
"2010012624211",11184,1,10,0
"2010012624212",10904.4,2,6,0
"2010012625611",10764.6,1,10,82000
"2010012625612",12861.6,2,11,84000
"2010012627011",10624.8,2,6,0
"2010012628411",9366.6,2,8,39900
"2010012629811",5871.6,2,7,50000
"2010012631201",8108.4,1,10,0
"2010012631202",15937.2,1,5,0
"2010012632601",23067,1,6,15000
"2010012634001",12861.6,1,7,3800
"2010012634002",11603.4,2,6,0
"2010012635401",12022.8,1,8,107000
"2010012635402",10065.6,2,8,63000
"2010012636801",8108.4,1,10,93000
"2010012636802",6710.4,2,11,55000
"2010012636803",13560.6,1,7,20000
"2010012638191",32433.6,2,6,27000
"2010012639591",8807.4,2,6,0
"2010012639592",10764.6,1,6,0
"2010012640991",13141.2,2,7,0
"2010012640992",13281,1,7,80000
"2010012643791",13141.2,2,7,0
"2010012645181",8527.8,2,6,0
"2010012647981",9646.2,2,6,34000
"2010012647982",9646.2,1,5,0
"2010012649381",8388,2,7,0
"2010012649382",7549.2,1,10,19200
"2010012650781",8947.2,1,8,21300
"2010012650782",10764.6,2,8,31500
"2010012652171",12582,1,6,0
"2010012653571",9925.8,2,8,10000
"2010012653572",15937.2,2,10,11000
"2010012653573",13001.4,2,8,0
"2010012654971",13281,1,10,75000
"2010012654972",13141.2,2,10,65000
"2010012656371",11044.2,2,6,0
"2010012657771",11044.2,2,7,21600
"2010012659161",11044.2,1,6,55000
"2010012660561",16356.6,1,6,0
"2010012664761",26701.8,2,6,20800
"2010012664762",29917.2,1,6,30000
"2010012666151",8807.4,1,11,95000
"2010012666152",11184,2,10,35000
"2010012667551",8947.2,1,7,0
"2010012668951",12861.6,1,10,60000
"2010012668952",13001.4,2,10,13000
"2010012668953",16216.8,1,11,0
"2010012670351",11463.6,2,6,0
"2010012670352",12022.8,2,1,15000
"2010012673141",16496.4,2,10,17000
"2010012673142",18733.2,1,7,2000
"2010012673143",18593.4,1,6,250
"2010012673144",14539.2,1,6,1500
"2010012674541",26142.6,2,6,26000
"2010012674542",28798.8,2,3,0
"2010012674543",24045.6,2,3,0
"2010012674544",24045.6,2,3,1800
"2010012674545",12302.4,2,2,0
"2010012675941",26422.2,2,6,0
"2010012675942",24325.2,1,6,0
"2010012677341",31455,1,11,0
"2010012677342",31315.2,2,10,11400
"2010012678741",10205.4,1,11,0
"2010012678742",10345.2,2,6,0
"2010012680131",14259.6,1,11,22000
"2010012680132",18593.4,2,6,0
"2010012680133",36767.4,1,8,8000
"2010012680134",18034.2,2,2,3500
"2010012680135",20410.8,2,4,23000
"2010012681531",11743.2,2,10,13200
"2010012681532",9925.8,1,6,25000
"2010012682931",7409.4,2,8,0
"2010012684331",8807.4,1,8,0
"2010012684332",8947.2,2,6,0
"2010012685731",9506.4,2,8,0
"2010012687121",7689,2,6,2000
"2010012688521",6710.4,1,6,0
"2010012688522",9646.2,2,7,0
"2010012689921",28519.2,1,10,41000
"2010012691321",31874.4,1,6,9000
"2010012691322",27540.6,2,6,13000
"2010012692721",12442.2,1,10,0
"2010012692722",13141.2,2,7,0
"2010012694111",8248.2,2,6,7500
"2010012696911",17475,2,8,12000
"2010012696912",21808.8,1,6,0
"2010012696915",28519.2,2,7,10000
"2010012698311",13141.2,1,6,0
"2010012699711",8388,2,6,2100
"2010012699712",11184,2,6,19300
"2010012701101",8667.6,1,8,27000
"2010012701102",12721.8,2,8,37000
"2010012702501",6291,2,10,0
"2010012702502",10904.4,1,7,0
"2010012702503",10764.6,1,4,22000
"2010012705301",8947.2,1,6,0
"2010012706701",8807.4,2,7,0
"2010012706702",11323.8,2,7,13000
"2010012706703",11184,2,7,1400
"2010012708091",11184,2,5,60000
"2010012708092",10485,1,6,0
"2010012708093",17475,1,8,21800
"2010012709491",10065.6,2,10,38000
"2010012712291",22088.4,1,7,45000
"2010012712292",27261,2,6,0
"2010012715081",13980,2,6,40000
"2010012716481",25443.6,2,6,7000
"2010012717881",18453.6,2,6,0
"2010012719281",10485,2,7,82000
"2010012719282",12022.8,1,6,0
"2010012720681",15797.4,2,6,0
"2010012720682",24465,1,2,0
"2010012720683",24465,1,4,0
"2010012720684",12022.8,1,4,0
"2010012722071",10345.2,1,6,0
"2010012722072",10764.6,2,6,73000
"2010012723471",4194,2,11,5000
"2010012724871",9087,1,11,0
"2010012726271",10345.2,1,10,1100
"2010012726272",9366.6,2,10,90000
"2010012727671",7828.8,1,10,4500
"2010012729061",10624.8,1,7,0
"2010012730461",11044.2,2,2,0
"2010012731861",8108.4,2,6,0
"2010012733261",24884.4,1,10,13000
"2010012733262",26562,2,11,10000
"2010012734661",10065.6,1,10,60000
"2010012734662",10065.6,2,8,0
"2010012736051",6990,2,10,78000
"2010012737451",6151.2,2,7,9200
"2010012737452",6710.4,1,6,0
"2010012738851",21669,2,6,48000
"2010012738854",38724.6,1,6,0
"2010012740251",7549.2,2,6,9200
"2010012740252",13281,1,6,22400
"2010012740253",12861.6,1,6,40000
"2010012740254",12162.6,2,2,0
"2010012741651",11044.2,1,10,80000
"2010012741652",10205.4,2,10,1000
"2010012743041",13141.2,1,7,0
"2010012743042",11883,1,7,10000
"2010012744441",12022.8,2,6,0
"2010012744442",24744.6,1,6,16000
"2010012745841",21808.8,2,6,0
"2010012745842",20410.8,1,6,0
"2010012747241",14818.8,2,2,0
"2010012747242",9506.4,1,6,0
"2010012747243",17195.4,2,10,80000
"2010012748641",10205.4,2,10,0
"2010012750031",8947.2,1,10,0
"2010012750032",8667.6,2,6,0
"2010012750033",9366.6,1,2,0
"2010012751431",13980,1,5,0
"2010012751432",11883,2,6,0
"2010012751433",18733.2,1,8,30000
"2010012752831",10485,1,2,0
"2010012754231",21808.8,1,10,62000
"2010012754233",44596.2,2,6,0
"2010012755631",7828.8,2,6,25000
"2010012755632",11184,1,4,5000
"2010012757021",25303.8,1,2,19200
"2010012758421",10345.2,2,6,0
"2010012759821",22787.4,2,6,0
"2010012759822",39982.8,1,6,6000
"2010012761221",10764.6,1,7,50000
"2010012761222",11184,2,10,36000
"2010012761223",8248.2,1,6,11000
"2010012762621",33132.6,2,6,300
"2010012762622",44875.8,1,6,0
"2010012764011",10205.4,1,7,0
"2010012764012",8947.2,2,6,0
"2010012765411",18174,1,11,57000
"2010012765412",5172.6,2,10,60000
"2010012766811",7968.6,2,6,120000
"2010012766812",7409.4,1,6,65000
"2010012768211",12721.8,2,5,0
"2010012771001",7269.6,2,2,10000
"2010012771003",22647.6,1,3,10000
"2010012771004",14679,1,2,12000
"2010012773801",10205.4,2,6,0
"2010012773802",11044.2,1,6,65000
"2010012773803",16636.2,2,10,5800
"2010012775201",8388,1,10,101000
"2010012776601",8947.2,1,11,0
"2010012776602",9506.4,2,10,0
"2010012777991",12302.4,2,10,1e+05
"2010012777992",11044.2,1,6,40000
"2010012777993",12302.4,1,4,0
"2010012779391",10624.8,1,6,0
"2010012779392",8388,2,6,0
"2010012780791",7129.8,1,7,10400
"2010012782191",9366.6,2,10,0
"2010012783591",7409.4,1,11,58000
"2010012784981",9646.2,1,10,0
"2010012786381",11603.4,2,6,0
"2010012786382",15238.2,2,8,40000
"2010012786383",16496.4,2,8,50000
"2010012786384",16915.8,1,6,66000
"2010012787781",7409.4,2,6,0
"2010012789181",9925.8,1,8,130000
"2010012789182",18733.2,1,6,36000
"2010012789183",9366.6,1,6,13000
"2010012790581",9366.6,2,6,6500
"2010012793371",9786,2,6,6700
"2010012794771",8108.4,2,8,53000
"2010012794772",7409.4,1,3,14000
"2010012794773",10065.6,2,6,0
"2010012796171",10205.4,2,8,0
"2010012797571",11603.4,1,10,0
"2010012797572",12302.4,2,7,0
"2010012798961",13980,2,5,0
"2010012798962",14679,1,6,0
"2010012798963",18313.8,2,6,20000
"2010012798964",18174,2,5,0
"2010012800361",7689,1,11,8000
"2010012800362",8108.4,2,10,0
"2010012800365",12721.8,2,6,15500
